email_index,word_index,count
0,54,1
0,108,1
0,212,1
0,259,1
0,260,2
0,341,1
0,400,2
0,687,1
0,957,5
0,1061,1
0,1183,1
0,1315,2
0,1564,1
0,1597,2
0,1671,1
0,2491,5
0,2536,1
0,2792,1
0,2825,5
0,2869,1
0,2948,4
0,2976,1
0,2990,1
0,3054,2
0,3215,1
0,3330,1
0,3354,1
0,3370,2
0,3559,2
0,3732,1
0,3869,1
0,3941,1
0,4187,1
0,4358,1
0,4391,2
0,4440,1
0,4529,1
0,4541,1
0,4542,1
0,4557,1
0,4649,1
0,4932,1
0,5038,1
0,5107,1
0,5344,3
0,5345,1
0,5391,1
0,5469,1
0,6140,2
0,6182,3
0,6476,1
0,6640,1
0,6701,1
0,6731,2
0,7021,1
0,7124,1
0,7254,1
0,7352,1
0,7513,1
0,7586,1
0,7623,1
0,7749,2
0,7866,1
0,7887,1
0,7996,1
0,8015,1
0,8322,1
0,8422,4
0,8494,2
0,8584,1
0,8605,1
0,8843,1
0,8866,1
0,9234,1
0,9239,1
0,9244,1
0,9422,1
0,9613,1
0,9627,1
0,10081,1
0,10238,1
0,10381,3
0,10469,1
0,10882,1
0,11447,1
0,11451,1
0,12016,1
0,12106,2
0,12174,2
0,12299,1
0,12380,1
0,12385,1
0,12539,1
0,12568,1
0,12798,2
0,12837,1
0,12916,1
0,12926,3
0,13249,1
0,13337,1
0,13389,2
0,13563,1
0,13775,3
0,13933,1
0,13992,1
0,14276,1
0,14306,2
0,14307,1
0,14415,2
0,14853,2
0,15020,1
0,15089,1
0,15182,1
0,15194,8
0,15389,1
0,15435,1
0,15441,1
0,15589,5
0,15704,1
0,15705,1
0,15877,1
0,15882,1
0,15931,6
0,16044,1
0,16135,7
0,16366,2
0,16637,1
0,16725,1
0,16746,1
0,17027,1
0,17109,4
0,17167,4
0,17271,1
0,17344,2
0,17374,1
0,17378,1
0,17541,1
0,17552,1
0,17696,1
0,17758,1
0,17802,1
0,17851,1
0,17865,1
0,17882,1
0,17938,1
0,18001,1
0,18064,1
0,18090,1
0,18093,1
0,18125,1
0,18575,2
0,18627,1
0,18892,2
0,18954,4
0,19049,1
0,19099,3
0,19329,1
0,19335,1
0,19461,1
0,19666,1
0,19722,1
0,19810,1
0,19816,1
0,19828,1
0,19905,1
0,19968,1
0,19990,1
0,20035,1
0,20167,1
0,20283,2
0,20398,1
0,20441,2
0,20510,2
0,20528,1
0,20715,2
0,20899,1
0,20971,2
0,21116,1
0,21194,1
0,21373,1
0,21711,1
0,21794,1
0,21823,1
0,22000,1
0,22104,1
0,22342,1
0,22358,1
0,22503,3
0,22545,1
0,22954,1
0,23002,1
0,23318,1
0,23333,1
0,23336,1
0,23416,3
0,23471,1
0,23643,1
0,23650,3
0,23680,2
1,342,1
1,1621,1
1,1655,1
1,1814,1
1,2869,2
1,3453,1
1,5152,4
1,5388,1
1,5602,1
1,6164,1
1,6306,1
1,6521,1
1,7146,1
1,7525,1
1,8706,1
1,10110,1
1,11537,1
1,13180,1
1,13775,1
1,14299,1
1,14607,1
1,15589,1
1,15877,1
1,15946,1
1,15977,1
1,16429,1
1,16585,1
1,16608,1
1,16753,1
1,17804,1
1,19233,1
1,22179,3
2,75,1
2,200,1
2,204,1
2,233,1
2,357,4
2,659,1
2,680,1
2,952,1
2,1183,1
2,1376,1
2,2869,3
2,2874,1
2,2897,1
2,3559,2
2,3819,1
2,3857,1
2,3941,3
2,4529,1
2,4557,1
2,4569,1
2,4572,1
2,4825,1
2,4855,2
2,5010,1
2,5358,1
2,5418,1
2,5769,1
2,5770,1
2,5864,1
2,6073,1
2,7014,1
2,7019,1
2,7212,2
2,7586,1
2,7619,1
2,7791,1
2,7962,1
2,8154,1
2,9244,2
2,9613,1
2,10468,1
2,10501,1
2,10753,1
2,11024,1
2,11103,5
2,11104,4
2,11865,1
2,12253,1
2,12299,1
2,12380,1
2,12563,1
2,12807,1
2,13541,1
2,13775,1
2,14746,1
2,14853,2
2,14990,1
2,15814,1
2,16180,3
2,16181,1
2,16430,1
2,16710,1
2,16722,1
2,16725,1
2,16876,1
2,16881,1
2,16994,2
2,17299,1
2,17374,1
2,17701,1
2,17702,1
2,17758,1
2,18067,1
2,19042,1
2,19666,1
2,19822,1
2,20035,2
2,20237,1
2,20330,1
2,20397,1
2,20715,2
2,21116,1
2,21309,1
2,21392,1
2,21843,1
2,22024,3
2,22148,1
2,22763,1
2,23113,1
2,23395,1
2,23434,1
2,23450,1
2,23460,2
2,23604,1
2,23650,1
3,1464,1
3,2188,1
3,3313,1
3,3330,1
3,3356,1
3,3370,1
3,3857,1
3,4803,2
3,7143,1
3,7809,1
3,7962,2
3,7977,1
3,9645,1
3,9650,1
3,12415,2
3,12592,1
3,13254,1
3,13283,1
3,13585,1
3,13992,1
3,15707,1
3,15814,1
3,16003,1
3,17450,1
3,19070,3
3,20162,1
3,21461,1
3,22195,1
3,22695,3
3,23068,1
3,23508,1
3,23587,1
4,48,1
4,54,1
4,75,1
4,86,1
4,102,19
4,107,1
4,108,1
4,159,1
4,201,2
4,202,1
4,203,1
4,207,2
4,246,1
4,307,2
4,316,1
4,338,2
4,388,1
4,414,1
4,430,2
4,455,1
4,657,2
4,680,2
4,696,1
4,708,1
4,748,1
4,792,1
4,802,1
4,952,1
4,986,1
4,1066,1
4,1071,3
4,1073,1
4,1096,1
4,1109,1
4,1223,2
4,1266,5
4,1302,1
4,1315,2
4,1318,6
4,1360,1
4,1383,1
4,1444,1
4,1470,1
4,1488,1
4,1590,1
4,1609,1
4,1676,1
4,1688,1
4,1777,5
4,1825,1
4,1909,1
4,1916,2
4,1945,1
4,1977,1
4,2041,1
4,2169,2
4,2178,1
4,2184,1
4,2334,1
4,2453,1
4,2485,1
4,2617,1
4,2794,1
4,2869,1
4,2888,1
4,3048,6
4,3106,3
4,3148,2
4,3242,1
4,3244,1
4,3283,2
4,3425,12
4,3494,1
4,3511,1
4,3551,1
4,3559,3
4,3589,2
4,3601,2
4,3646,1
4,3651,1
4,3767,1
4,3770,1
4,3814,1
4,3855,1
4,3875,1
4,3906,2
4,3908,1
4,3928,1
4,3945,1
4,3990,1
4,4020,2
4,4051,1
4,4086,3
4,4088,1
4,4258,1
4,4281,1
4,4353,1
4,4397,1
4,4402,1
4,4429,1
4,4460,1
4,4484,1
4,4542,1
4,4556,1
4,4557,1
4,4561,1
4,4569,3
4,4590,1
4,4613,1
4,4790,1
4,4799,1
4,4844,1
4,4898,1
4,4910,1
4,4997,1
4,5010,1
4,5035,2
4,5038,1
4,5050,1
4,5077,1
4,5084,1
4,5147,1
4,5258,1
4,5340,1
4,5477,2
4,5538,1
4,5540,3
4,5544,1
4,5553,1
4,5683,2
4,5694,2
4,5714,1
4,5745,1
4,5767,1
4,5793,1
4,5952,3
4,6029,1
4,6160,1
4,6161,1
4,6264,1
4,6272,7
4,6279,2
4,6295,1
4,6540,1
4,6588,1
4,6642,9
4,6829,2
4,6831,1
4,6851,1
4,6903,1
4,6916,1
4,6999,2
4,7001,1
4,7014,1
4,7035,1
4,7057,3
4,7134,1
4,7137,1
4,7146,2
4,7202,1
4,7242,1
4,7285,2
4,7353,2
4,7371,1
4,7386,2
4,7399,1
4,7408,1
4,7586,2
4,7623,2
4,7714,1
4,7791,4
4,7815,1
4,7831,1
4,7868,1
4,7874,1
4,7880,2
4,7993,1
4,8009,1
4,8102,1
4,8254,1
4,8307,1
4,8380,1
4,8422,2
4,8428,1
4,8495,1
4,8510,1
4,8564,2
4,8605,2
4,8667,4
4,8684,1
4,8723,1
4,8734,2
4,8746,1
4,8767,1
4,8995,1
4,9001,2
4,9041,1
4,9043,1
4,9044,1
4,9076,1
4,9185,1
4,9244,2
4,9246,1
4,9351,1
4,9510,1
4,9627,1
4,9954,1
4,9970,1
4,9974,2
4,9975,1
4,10019,2
4,10026,1
4,10083,1
4,10096,1
4,10123,1
4,10220,3
4,10238,1
4,10244,1
4,10314,1
4,10356,1
4,10364,1
4,10452,1
4,10469,1
4,10470,1
4,10540,2
4,10725,1
4,10737,3
4,10873,1
4,11023,1
4,11125,4
4,11132,1
4,11314,1
4,11315,1
4,11424,2
4,11450,1
4,11520,1
4,11521,1
4,11532,3
4,11537,1
4,11679,1
4,11752,1
